ID_Station;Date;NH4;Distance
21;12.03.2010;0.225;372
21;13.04.2010;0.16;372
21;08.07.2010;0.34;372
21;13.10.2010;0.29;372
21;14.04.2011;0.038;372
21;03.08.2011;0.18;372
21;18.10.2011;0.37;372
21;02.03.2012;0.66;372
21;07.06.2012;0.16;372
21;05.09.2012;0.4;372
21;22.10.2012;0.22;372
21;19.03.2013;0.08;372
21;11.06.2013;0.068;372
21;06.08.2013;0.072;372
21;06.11.2013;0.14;372
21;06.03.2014;0.09;372
21;11.06.2014;0.11;372
21;28.08.2014;0.16;372
21;26.11.2014;0.26;372
21;24.03.2015;0.14;372
21;10.06.2015;0.11;372
21;21.09.2015;0.07;372
21;03.11.2015;0.35;372
21;23.03.2016;0.05;372
21;11.05.2016;0.15;372
21;14.09.2016;0.2;372
21;24.10.2016;0.05;372
21;21.03.2017;0.16;372
21;17.05.2017;0.08;372
21;07.09.2017;0.4;372
21;23.10.2017;0.06;372
21;13.03.2018;0.12;372
21;06.06.2018;0.12;372
21;17.10.2018;0.19;372
22;28.01.1993;0.075;400
22;08.04.1993;0.48;400
22;25.06.1993;0.2;400
22;01.09.1993;0.851;400
22;12.10.1993;0.475;400
22;19.01.1994;1.26;400
22;11.05.1994;0.547;400
22;30.08.1994;0.63;400
22;27.10.1994;0.33;400
22;06.02.1995;0.4;400
22;17.05.1995;0.45;400
22;19.06.1995;0.83;400
22;11.07.1995;0.2;400
22;18.10.1995;0.51;400
22;20.03.1996;2.45;400
22;03.04.1996;2;400
22;09.07.1996;1.26;400
22;16.10.1996;0.48;400
22;04.03.1997;0.7;400
22;13.05.1997;1.4;400
22;15.07.1997;0.67;400
22;12.11.1997;0.64;400
22;24.02.1998;1.1;400
22;16.06.1998;0.67;400
22;11.08.1998;0.72;400
22;03.11.1998;0.8;400
22;17.03.1999;1.69;400
22;20.04.1999;1.68;400
22;07.07.1999;0.3;400
22;05.10.1999;0.74;400
22;02.02.2000;2.2;400
22;05.04.2000;0.14;400
22;05.07.2000;0.07;400
22;03.10.2000;0.51;400
22;12.03.2001;0.36;400
22;11.04.2001;1.1;400
22;04.09.2001;0;400
22;16.10.2001;0;400
22;14.03.2002;0.1;400
22;10.04.2002;0;400
22;12.09.2002;0.08;400
22;02.10.2002;0.34;400
22;26.03.2003;1.5;400
22;14.05.2003;0.06;400
22;02.09.2003;0.1;400
22;01.10.2003;0.28;400
22;11.03.2004;0.27;400
22;12.05.2004;0.32;400
22;12.07.2004;0.21;400
22;13.10.2004;0.29;400
22;22.03.2005;0.67;400
22;06.04.2005;0.41;400
22;28.09.2005;0.48;400
22;25.10.2005;0.57;400
22;21.03.2006;0.46;400
22;12.04.2006;0.64;400
22;21.09.2006;0.35;400
22;24.10.2006;0.58;400
22;14.03.2007;0.15;400
22;18.04.2007;0.23;400
22;15.08.2007;0.81;400
22;10.10.2007;0.18;400
22;13.03.2008;0.35;400
22;05.06.2008;0.99;400
22;04.09.2008;0.21;400
22;07.10.2008;0.17;400
22;11.06.2009;0.34;400
22;08.07.2009;0.17;400
22;07.10.2009;0.28;400
22;12.03.2010;0.491;400
22;13.04.2010;0.14;400
22;08.07.2010;0.36;400
22;13.10.2010;0.4;400
22;15.03.2011;0.28;400
22;03.08.2011;0.18;400
22;18.10.2011;0.46;400
22;13.03.2012;0.98;400
22;05.04.2012;0.11;400
22;07.06.2012;0.33;400
22;05.09.2012;0.29;400
22;22.10.2012;0.6;400
22;19.03.2013;0.11;400
22;11.06.2013;0.053;400
22;06.08.2013;0.082;400
22;06.11.2013;0.28;400
22;17.03.2014;0.13;400
22;14.04.2014;0.036;400
22;05.06.2014;0.15;400
22;28.08.2014;0.07;400
22;26.11.2014;0.12;400
22;24.03.2015;0.26;400
22;10.06.2015;0.13;400
22;21.09.2015;0.17;400
22;03.11.2015;0.3;400
22;23.03.2016;0.09;400
22;11.05.2016;0.11;400
22;14.09.2016;0.08;400
22;24.10.2016;0.04;400
22;21.03.2017;0.18;400
22;17.05.2017;0.13;400
22;07.09.2017;0.12;400
22;23.10.2017;0.04;400
22;13.03.2018;0.31;400
22;06.06.2018;0.034;400
22;17.09.2018;0.25;400
22;17.10.2018;0.27;400
23;17.03.1993;0.123;413
23;25.06.1993;0.12;413
23;01.09.1993;0.805;413
23;12.10.1993;0.485;413
23;19.01.1994;1.6;413
23;11.05.1994;0.63;413
23;30.08.1994;0.57;413
23;27.10.1994;0.4;413
23;06.02.1995;0.4;413
23;30.03.1995;0.03;413
23;17.05.1995;0.38;413
23;19.06.1995;0.49;413
23;11.07.1995;0.2;413
23;21.08.1995;0.4;413
23;12.09.1995;2;413
23;18.10.1995;0.64;413
23;19.12.1995;0.83;413
23;20.03.1996;2.7;413
23;03.04.1996;3.6;413
23;09.07.1996;0.97;413
23;16.10.1996;0.51;413
23;04.03.1997;1.4;413
23;13.05.1997;1.8;413
23;15.07.1997;0.67;413
23;12.11.1997;0.77;413
23;24.02.1998;0.96;413
23;16.06.1998;0.67;413
23;11.08.1998;0.65;413
23;03.11.1998;0.67;413
23;17.03.1999;1.69;413
23;20.04.1999;1.65;413
23;13.05.1999;1.54;413
23;10.06.1999;3.1;413
23;07.07.1999;0.4;413
23;03.08.1999;1.6;413
23;21.09.1999;0.01;413
23;05.10.1999;0.4;413
23;17.11.1999;2.22;413
23;14.12.1999;0.09;413
23;11.01.2000;2.5;413
23;02.02.2000;2.2;413
23;02.03.2000;0.65;413
23;05.04.2000;0.17;413
23;17.05.2000;0.38;413
23;06.06.2000;0.27;413
23;05.07.2000;0.34;413
23;02.08.2000;0.17;413
23;12.09.2000;0.24;413
23;03.10.2000;0.44;413
23;15.11.2000;0.66;413
23;19.12.2000;2.22;413
23;11.01.2001;0.16;413
23;12.02.2001;0.53;413
23;12.03.2001;0.38;413
23;11.04.2001;0.98;413
23;16.05.2001;1.25;413
23;06.06.2001;1.31;413
23;04.07.2001;0.17;413
23;07.08.2001;0.14;413
23;04.09.2001;0;413
23;16.10.2001;0;413
23;14.11.2001;0.4;413
23;12.12.2001;0.07;413
23;16.01.2002;0.1;413
23;05.02.2002;0.89;413
23;14.03.2002;0.23;413
23;10.04.2002;0.18;413
23;15.05.2002;0.23;413
23;13.06.2002;0.73;413
23;18.07.2002;0.15;413
23;15.08.2002;0.13;413
23;12.09.2002;0.18;413
23;02.10.2002;0.28;413
23;14.11.2002;0.48;413
23;06.12.2002;0.58;413
23;19.02.2003;0.42;413
23;26.03.2003;1.5;413
23;17.04.2003;0.29;413
23;14.05.2003;0.12;413
23;11.06.2003;0.39;413
23;04.07.2003;0.11;413
23;06.08.2003;0.07;413
23;02.09.2003;0.18;413
23;01.10.2003;0.14;413
23;12.11.2003;0.23;413
23;10.12.2003;0.71;413
23;12.01.2004;0.13;413
23;11.02.2004;0.69;413
23;11.03.2004;0.26;413
23;14.04.2004;0.04;413
23;12.05.2004;0.58;413
23;10.06.2004;0.59;413
23;12.07.2004;0.18;413
23;31.08.2004;0.11;413
23;08.09.2004;0.4;413
23;13.10.2004;0.43;413
23;10.11.2004;0.16;413
23;08.12.2004;0.87;413
23;24.01.2005;0.72;413
23;23.02.2005;0.48;413
23;17.03.2005;0.85;413
23;06.04.2005;0.43;413
23;13.05.2005;2.67;413
23;10.06.2005;0.87;413
23;05.07.2005;0.68;413
23;26.08.2005;0.53;413
23;28.09.2005;0.42;413
23;25.10.2005;0.52;413
23;29.11.2005;0.79;413
23;15.12.2005;0.35;413
23;18.01.2006;0.44;413
23;14.02.2006;1.1;413
23;21.03.2006;0.75;413
23;12.04.2006;0.68;413
23;17.05.2006;0.52;413
23;05.06.2006;0.06;413
23;11.07.2006;0.14;413
23;10.08.2006;0.22;413
23;21.09.2006;0.34;413
23;24.10.2006;0.47;413
23;21.11.2006;0.28;413
23;12.12.2006;0.08;413
23;16.01.2007;0.12;413
23;20.02.2007;0.2;413
23;14.03.2007;0.18;413
23;18.04.2007;0.28;413
23;21.05.2007;0.62;413
23;18.06.2007;0.29;413
23;11.07.2007;0.47;413
23;15.08.2007;0.98;413
23;06.09.2007;0.32;413
23;10.10.2007;0.16;413
23;14.11.2007;0.42;413
23;12.12.2007;0.71;413
23;18.01.2008;1.7;413
23;12.02.2008;0.29;413
23;13.03.2008;0.3;413
23;03.04.2008;0.12;413
23;07.05.2008;0.4;413
23;05.06.2008;1.01;413
23;03.07.2008;0.199;413
23;08.08.2008;0.14;413
23;04.09.2008;0.14;413
23;07.10.2008;0.15;413
23;13.11.2008;0.32;413
23;03.12.2008;0.41;413
23;12.01.2009;0.29;413
23;03.02.2009;0.23;413
23;11.03.2009;0.21;413
23;07.04.2009;0.19;413
23;11.06.2009;0.28;413
23;08.07.2009;0.18;413
23;10.08.2009;0.3;413
23;01.09.2009;0.22;413
23;07.10.2009;0.31;413
23;03.11.2009;0.23;413
23;08.12.2009;0.12;413
23;19.01.2010;0.29;413
23;04.02.2010;0.43;413
23;12.03.2010;0.42;413
23;13.04.2010;0.17;413
23;13.05.2010;0.24;413
23;01.06.2010;0.6;413
23;08.07.2010;0.65;413
23;05.08.2010;0.61;413
23;07.09.2010;0.22;413
23;13.10.2010;0.71;413
23;16.11.2010;0.3;413
23;07.12.2010;0.66;413
23;12.01.2011;0.39;413
23;08.02.2011;0.71;413
23;15.03.2011;0.37;413
23;05.07.2011;0.27;413
23;03.08.2011;0.29;413
23;09.09.2011;0.5;413
23;18.10.2011;1.06;413
23;08.11.2011;0.047;413
23;08.12.2011;0.17;413
23;11.01.2012;0.46;413
23;14.02.2012;1.7;413
23;13.03.2012;0.37;413
23;05.04.2012;0.3;413
23;15.05.2012;0.15;413
23;07.06.2012;0.45;413
23;05.07.2012;0.16;413
23;08.08.2012;0.1;413
23;04.09.2012;0.41;413
23;22.10.2012;0.59;413
23;06.11.2012;0.32;413
23;13.12.2012;0.31;413
23;25.01.2013;0.29;413
23;19.02.2013;0.17;413
23;19.03.2013;0.1;413
23;16.04.2013;0.13;413
23;15.05.2013;0.1;413
23;11.06.2013;0.073;413
23;09.07.2013;0.072;413
23;06.08.2013;0.068;413
23;11.09.2013;0.08;413
23;08.10.2013;0.1;413
23;06.11.2013;0.12;413
23;03.12.2013;0.24;413
23;09.01.2014;0.08;413
23;04.02.2014;0.05;413
23;17.03.2014;0.09;413
23;10.04.2014;0.1;413
23;29.04.2014;0.1;413
23;05.06.2014;0.13;413
23;15.07.2014;0.03;413
23;15.08.2014;0.18;413
23;28.08.2014;0.17;413
23;15.10.2014;0.17;413
23;26.11.2014;0.15;413
23;15.12.2014;0.13;413
23;28.01.2015;0.13;413
23;27.02.2015;0.19;413
23;24.03.2015;0.19;413
23;15.04.2015;0.15;413
23;13.05.2015;0.11;413
23;10.06.2015;0.15;413
23;09.07.2015;0.07;413
23;11.08.2015;0.14;413
23;21.09.2015;0.21;413
23;06.10.2015;0.15;413
23;03.11.2015;0.1;413
23;08.12.2015;0.19;413
23;27.01.2016;0.81;413
23;01.02.2016;0.8;413
23;23.03.2016;0.065;413
23;21.04.2016;0.29;413
23;11.05.2016;0.17;413
23;08.06.2016;0.14;413
23;07.07.2016;0.16;413
23;25.08.2016;0.14;413
23;14.09.2016;0.01;413
23;24.10.2016;0.11;413
23;22.11.2016;0.36;413
23;20.12.2016;0.95;413
23;18.01.2017;0.24;413
23;17.02.2017;0.41;413
23;21.03.2017;0.27;413
23;19.04.2017;0.16;413
23;17.05.2017;0.17;413
23;21.06.2017;0.11;413
23;06.07.2017;0.13;413
23;26.07.2017;0.15;413
23;18.08.2017;0.57;413
23;07.09.2017;0.15;413
23;23.10.2017;0.05;413
23;23.11.2017;0.37;413
23;12.12.2017;0.27;413
23;17.01.2018;0.24;413
23;12.02.2018;0.11;413
23;13.03.2018;0.38;413
23;17.04.2018;0.28;413
23;15.05.2018;0.11;413
23;06.06.2018;0.02;413
23;04.07.2018;0.48;413
23;21.08.2018;0.22;413
23;17.09.2018;0.28;413
23;17.10.2018;0.41;413
23;14.11.2018;0.5;413
23;11.12.2018;0.19;413
23;23.01.2019;0.25;413
23;19.02.2019;0.49;413
23;21.03.2019;0.25;413
23;16.04.2019;0.24;413
23;20.05.2019;0.05;413
23;12.06.2019;0.29;413
23;10.07.2019;0.21;413
23;07.08.2019;0.34;413
23;11.09.2019;0.37;413
23;23.10.2019;0.27;413
24;06.05.1993;0.12;450
24;27.09.1993;0;450
24;15.10.1993;0.04;450
24;25.05.1994;0.58;450
24;01.08.1994;0;450
24;16.10.1994;0.5;450
24;16.05.1995;0.21;450
24;10.07.1995;0.47;450
24;12.09.1995;0.84;450
24;30.05.1996;0.125;450
24;16.07.1996;0.185;450
24;04.09.1996;0.33;450
24;14.06.1999;0.42;450
24;12.07.1999;0.056;450
24;07.09.1999;0.176;450
24;21.06.2000;0.147;450
24;11.07.2000;0.097;450
24;29.08.2000;0.04;450
24;16.07.2001;0.132;450
24;10.08.2001;0;450
24;10.09.2001;0.034;450
24;09.07.2002;0.01;450
24;05.08.2002;0.105;450
24;03.09.2002;0.03;450
24;10.06.2003;0.009;450
24;10.07.2003;0.003;450
24;18.08.2003;0.032;450
24;09.07.2004;0;450
24;12.08.2004;0.031;450
24;29.09.2004;0.058;450
24;19.07.2005;0.011;450
24;12.08.2005;0;450
24;02.09.2005;0.043;450
24;13.07.2006;0.027;450
24;28.08.2006;0.032;450
24;28.09.2006;0;450
24;15.06.2007;0;450
24;23.07.2007;0.32;450
24;21.08.2007;0;450
24;02.06.2008;0.036;450
24;16.07.2008;0.001;450
24;26.08.2008;0;450
24;04.06.2009;0;450
24;06.07.2009;0.144;450
24;12.08.2009;0.073;450
24;04.06.2010;0.226;450
24;12.07.2010;0.036;450
24;13.08.2010;0.008;450
24;09.06.2011;0.049;450
24;07.07.2011;0.049;450
24;02.08.2011;0.049;450
24;05.06.2012;0.072;450
24;18.07.2012;0.2;450
24;06.08.2012;0;450
24;14.06.2013;0.098;450
24;05.07.2013;0;450
24;16.08.2013;0.02;450
24;01.06.2014;0.009;450
24;04.07.2014;0.091;450
24;01.08.2014;0.007;450
24;03.06.2015;0.037;450
24;15.07.2015;0;450
24;14.08.2015;0;450
24;06.06.2016;0.041;450
24;13.07.2016;0;450
24;11.08.2016;0.09;450
24;07.06.2017;0.063;450
24;04.07.2017;0.067;450
24;25.07.2017;0;450
24;08.08.2017;0.05;450
24;29.08.2017;0;450
24;07.06.2018;0.155;450
24;17.07.2018;0;450
24;14.08.2018;0.12;450
25;11.03.1993;0.13;537
25;11.05.1993;5.5;537
25;05.07.1993;5.25;537
25;07.12.1993;1.69;537
25;11.01.1994;1.44;537
25;08.02.1994;2;537
25;27.04.1994;0.8;537
25;07.07.1994;1;537
25;19.10.1994;2;537
25;14.02.1995;2.03;537
25;01.03.1995;0.9;537
25;06.04.1995;0.77;537
25;04.05.1995;0.83;537
25;05.06.1995;1.451;537
25;19.07.1995;0.96;537
25;01.08.1995;1.8;537
25;05.09.1995;1.12;537
25;17.10.1995;0.77;537
25;15.11.1995;2;537
25;06.12.1995;1.09;537
25;22.01.1996;2.5;537
25;14.02.1996;2.58;537
25;13.03.1996;3.8;537
25;03.04.1996;2.3;537
25;14.05.1996;1.9;537
25;05.06.1996;2.58;537
25;02.07.1996;1.07;537
25;07.08.1996;1.19;537
25;10.09.1996;2.19;537
25;15.10.1996;0.65;537
25;12.11.1996;0.61;537
25;14.01.1997;1.4;537
25;18.02.1997;1.25;537
25;13.03.1997;1.61;537
25;08.04.1997;1.6;537
25;02.07.1997;0.8;537
25;04.11.1997;0.96;537
25;13.01.1998;0.8;537
25;07.04.1998;0.43;537
25;26.07.1998;0.47;537
25;06.10.1998;1.2;537
25;13.01.1999;1.55;537
25;19.04.1999;1.73;537
25;12.05.1999;1.14;537
25;09.06.1999;2;537
25;06.07.1999;1.5;537
25;02.08.1999;1.9;537
25;22.09.1999;0.91;537
25;26.10.1999;0.81;537
25;16.11.1999;1.81;537
25;15.12.1999;0.48;537
25;10.01.2000;1.5;537
25;01.02.2000;2.4;537
25;01.03.2000;0.51;537
25;04.04.2000;0.88;537
25;16.05.2000;0.89;537
25;05.06.2000;0.61;537
25;04.07.2000;0.41;537
25;01.08.2000;0.14;537
25;13.09.2000;0.18;537
25;05.10.2000;0.68;537
25;14.11.2000;0.6;537
25;18.12.2000;1.44;537
25;10.01.2001;0.65;537
25;13.02.2001;0.109;537
25;11.03.2001;0.33;537
25;10.04.2001;2.6;537
25;14.05.2001;1.22;537
25;05.06.2001;0.95;537
25;03.07.2001;0.1;537
25;06.08.2001;0.27;537
25;06.09.2001;0;537
25;15.10.2001;0.31;537
25;15.11.2001;0.26;537
25;11.12.2001;0.18;537
25;15.01.2002;0.75;537
25;05.02.2002;0.88;537
25;13.03.2002;0.37;537
25;09.04.2002;0.01;537
25;14.05.2002;0.23;537
25;12.06.2002;0.98;537
25;16.07.2002;0.25;537
25;13.08.2002;0.7;537
25;11.09.2002;0.44;537
25;01.10.2002;0.1;537
25;13.11.2002;0.7;537
25;05.12.2002;0.35;537
25;20.02.2003;0.37;537
25;25.03.2003;0.83;537
25;16.04.2003;0.32;537
25;13.05.2003;0.08;537
25;12.06.2003;0.53;537
25;03.07.2003;0.35;537
25;04.08.2003;0.1;537
25;03.09.2003;0.1;537
25;02.10.2003;0.71;537
25;11.11.2003;;537
25;09.12.2003;0.13;537
25;13.01.2004;0.16;537
25;10.02.2004;1.08;537
25;10.03.2004;0.43;537
25;15.04.2004;0.1;537
25;13.05.2004;0.64;537
25;08.06.2004;0.53;537
25;07.07.2004;0.73;537
25;30.08.2004;0.021;537
25;09.09.2004;0.31;537
25;14.10.2004;0.24;537
25;09.11.2004;0.13;537
25;07.12.2004;0.91;537
25;26.01.2005;0.35;537
25;22.02.2005;0.27;537
25;17.03.2005;1.96;537
25;05.04.2005;0.43;537
25;12.05.2005;2.94;537
25;09.06.2005;0.72;537
25;04.07.2005;0.52;537
25;25.08.2005;0.78;537
25;27.09.2005;0.83;537
25;24.10.2005;0.43;537
25;28.11.2005;0.57;537
25;13.12.2005;0.26;537
25;17.01.2006;0.42;537
25;13.02.2006;1.1;537
25;20.03.2006;0.41;537
25;11.04.2006;0.52;537
25;16.05.2006;0.69;537
25;06.06.2006;0.2;537
25;11.07.2006;0.21;537
25;07.08.2006;0.54;537
25;20.09.2006;0.25;537
25;23.10.2006;0.41;537
25;20.11.2006;0.62;537
25;11.12.2006;0.08;537
25;17.01.2007;0.07;537
25;19.02.2007;0.27;537
25;13.03.2007;0.22;537
25;17.04.2007;0.32;537
25;22.05.2007;0.81;537
25;19.06.2007;0.34;537
25;10.07.2007;0.53;537
25;14.08.2007;0.91;537
25;05.09.2007;1.26;537
25;11.10.2007;0.24;537
25;13.11.2007;0.6;537
25;11.12.2007;0.91;537
25;15.01.2008;1.7;537
25;08.02.2008;0.98;537
25;12.03.2008;0.29;537
25;02.04.2008;0.32;537
25;06.05.2008;0.31;537
25;04.06.2008;1.08;537
25;02.07.2008;0.96;537
25;07.08.2008;0.25;537
25;03.09.2008;0.3;537
25;08.10.2008;0.29;537
25;14.11.2008;0.26;537
25;02.12.2008;0.36;537
25;12.01.2009;0.25;537
25;07.05.2009;0.25;537
25;10.06.2009;0.23;537
25;07.07.2009;0.21;537
25;07.10.2009;0.52;537
25;12.05.2010;0.31;537
25;08.06.2010;0.42;537
25;07.04.2011;0.4;537
25;12.05.2011;0.26;537
25;05.07.2011;0.18;537
25;02.08.2011;1.27;537
25;08.09.2011;0.19;537
25;10.10.2011;0.95;537
25;13.03.2012;1.2;537
25;06.06.2012;1.2;537
25;05.09.2012;2.08;537
25;08.10.2012;0.18;537
25;19.03.2013;0.1;537
25;11.06.2013;0.061;537
25;07.08.2013;0.29;537
25;05.11.2013;0.15;537
25;12.03.2014;0.11;537
25;11.06.2014;0.11;537
25;02.09.2014;0.22;537
25;26.11.2014;0.13;537
25;25.03.2015;0.13;537
25;09.06.2015;0.11;537
25;10.09.2015;0.23;537
25;04.11.2015;0.24;537
25;22.03.2016;0.093;537
25;05.05.2016;0.26;537
25;13.09.2016;1.8;537
25;25.10.2016;2.87;537
25;22.03.2017;0.16;537
25;16.05.2017;0.13;537
25;06.09.2017;0.24;537
25;18.10.2017;0.13;537
25;13.03.2018;2.1;537
25;06.06.2018;0.9;537
25;17.09.2018;0.19;537
25;17.10.2018;0.33;537
26;11.07.2006;0.18;569.5
26;07.08.2006;0.54;569.5
26;20.09.2006;0.33;569.5
26;23.10.2006;0.28;569.5
26;20.11.2006;0.79;569.5
26;11.12.2006;0.11;569.5
26;17.01.2007;0.36;569.5
26;19.02.2007;0.28;569.5
26;13.03.2007;0.17;569.5
26;17.04.2007;0.25;569.5
26;22.05.2007;2.6;569.5
26;19.06.2007;0.56;569.5
26;10.07.2007;0.65;569.5
26;14.08.2007;0.2;569.5
26;05.09.2007;2.02;569.5
26;11.10.2007;0.31;569.5
26;13.11.2007;0.25;569.5
26;11.12.2007;1.27;569.5
26;15.01.2008;2.9;569.5
26;08.02.2008;0.95;569.5
26;12.03.2008;0.45;569.5
26;02.04.2008;0.37;569.5
26;06.05.2008;0.41;569.5
26;04.06.2008;0.49;569.5
26;02.07.2008;0.34;569.5
26;07.08.2008;0.29;569.5
26;03.09.2008;0.34;569.5
26;08.10.2008;0.26;569.5
26;14.11.2008;0.95;569.5
26;02.12.2008;4.9;569.5
26;12.01.2009;2.1;569.5
26;11.03.2009;0.18;569.5
26;07.04.2009;0.38;569.5
26;07.05.2009;0.28;569.5
26;10.06.2009;0.25;569.5
26;07.07.2009;0.34;569.5
26;10.08.2009;0.89;569.5
26;01.09.2009;2.38;569.5
26;08.10.2009;1.16;569.5
26;03.11.2009;0.55;569.5
26;08.12.2009;0.12;569.5
26;15.01.2010;1.3;569.5
26;04.02.2010;2.42;569.5
26;16.03.2010;0.52;569.5
26;12.04.2010;0.52;569.5
26;12.05.2010;2.11;569.5
26;07.06.2010;0.42;569.5
26;08.07.2010;1.43;569.5
26;03.08.2010;1.32;569.5
26;06.09.2010;0.87;569.5
26;14.10.2010;2.01;569.5
26;15.11.2010;1.62;569.5
26;01.12.2010;1.35;569.5
26;10.01.2011;1.24;569.5
26;01.02.2011;1.4;569.5
26;11.03.2011;1.53;569.5
26;05.04.2011;1.91;569.5
26;10.05.2011;0.954;569.5
26;06.06.2011;0.62;569.5
26;04.07.2011;1.86;569.5
26;02.08.2011;1.86;569.5
26;08.09.2011;1.55;569.5
26;10.10.2011;0.98;569.5
26;08.11.2011;0.211;569.5
26;05.12.2011;1.01;569.5
26;11.01.2012;0.72;569.5
26;13.02.2012;2;569.5
26;12.03.2012;1.8;569.5
26;05.04.2012;0.2;569.5
26;15.05.2012;2.68;569.5
26;06.06.2012;2.83;569.5
26;05.07.2012;2.62;569.5
26;08.08.2012;3.67;569.5
26;04.09.2012;6.5;569.5
26;08.10.2012;0.26;569.5
26;06.11.2012;2;569.5
26;13.12.2012;0.8;569.5
26;25.01.2013;0.75;569.5
26;20.02.2013;0.85;569.5
26;19.03.2013;0.15;569.5
26;04.04.2013;0.2;569.5
26;15.05.2013;0.18;569.5
26;11.06.2013;0.082;569.5
26;09.07.2013;0.2;569.5
26;07.08.2013;3.84;569.5
26;11.09.2013;3.7;569.5
26;08.10.2013;1.68;569.5
26;05.11.2013;5.3;569.5
26;03.12.2013;0.65;569.5
26;09.01.2014;0.1;569.5
26;04.02.2014;1.2;569.5
26;12.03.2014;1.05;569.5
26;09.04.2014;1.6;569.5
26;29.04.2014;1.47;569.5
26;11.06.2014;1.07;569.5
26;08.07.2014;1.04;569.5
26;12.08.2014;0.43;569.5
26;02.09.2014;0.64;569.5
26;15.10.2014;1.18;569.5
26;26.11.2014;1;569.5
26;15.12.2014;1;569.5
26;28.01.2015;0.14;569.5
26;28.02.2015;0.48;569.5
26;25.03.2015;0.82;569.5
26;15.04.2015;0.92;569.5
26;13.05.2015;0.24;569.5
26;09.06.2015;0.23;569.5
26;09.07.2015;0.37;569.5
26;11.08.2015;0.58;569.5
26;10.09.2015;0.72;569.5
26;06.10.2015;1.1;569.5
26;04.11.2015;1.7;569.5
26;08.12.2015;0.43;569.5
26;27.01.2016;0.84;569.5
26;01.02.2016;0.89;569.5
26;22.03.2016;0.14;569.5
26;21.04.2016;0.87;569.5
26;05.05.2016;0.39;569.5
26;08.06.2016;1.76;569.5
26;05.07.2016;2.3;569.5
26;25.08.2016;0.56;569.5
26;13.09.2016;2.8;569.5
26;25.10.2016;0.16;569.5
26;22.11.2016;0.39;569.5
26;20.12.2016;1.34;569.5
26;18.01.2017;1.11;569.5
26;17.02.2017;1.43;569.5
26;22.03.2017;0.15;569.5
26;19.04.2017;0.18;569.5
26;16.05.2017;0.28;569.5
26;21.06.2017;0.26;569.5
26;06.07.2017;0.33;569.5
26;26.07.2017;0.18;569.5
26;18.08.2017;0.46;569.5
26;06.09.2017;0.21;569.5
26;18.10.2017;0.79;569.5
26;23.11.2017;0.27;569.5
26;12.12.2017;0.57;569.5
26;17.01.2018;0.27;569.5
26;13.02.2018;0.45;569.5
26;13.03.2018;1.65;569.5
26;17.04.2018;2.3;569.5
26;15.05.2018;0.28;569.5
26;06.06.2018;0.41;569.5
26;04.07.2018;0.28;569.5
26;17.09.2018;0.96;569.5
26;17.10.2018;0.69;569.5
26;14.11.2018;1.72;569.5
26;11.12.2018;1.42;569.5
27;16.02.1993;1.4;582
27;18.06.1993;0.73;582
27;05.08.1993;0.475;582
27;03.11.1993;0.625;582
27;08.02.1994;1.55;582
27;24.03.1994;0.55;582
27;28.04.1994;0.41;582
27;24.05.1994;1.01;582
27;20.06.1994;0.7;582
27;06.07.1994;0.53;582
27;11.08.1994;0.21;582
27;15.08.1994;0.89;582
27;22.08.1994;0.74;582
27;30.08.1994;1.1;582
27;05.09.1994;0.14;582
27;13.09.1994;0.6;582
27;20.09.1994;0.52;582
27;29.09.1994;3.4;582
27;05.10.1994;2.39;582
27;10.10.1994;0.5;582
27;17.10.1994;0.35;582
27;24.10.1994;0.4;582
27;21.11.1994;2;582
27;13.12.1994;0.47;582
27;25.01.1995;1;582
27;14.02.1995;0.73;582
27;01.03.1995;0.34;582
27;06.04.1995;0.29;582
27;04.05.1995;0.41;582
27;05.06.1995;0.419;582
27;10.07.1995;0.2;582
